sbu_id,department,course_num,section,semester,year,grade
143688246,AMS,510,,Fall,2021,
143688246,AMS,507,,Fall,2022,
143688246,AMS,540,,Fall,2021,
143688246,AMS,550,1,Spring,2021,
143688246,AMS,553,,Fall,2022,
143688246,AMS,582,,Fall,2022,
143688246,AMS,595,,Fall,2021,
143688246,AMS,555,1,Spring,2021,
143688246,AMS,548,,Spring,2022,
143688246,AMS,547,,Fall,2021,
143688246,AMS,542,,Spring,2022,
799571079,AMS,507,1,Fall,2020,B+
799571079,AMS,510,,Fall,2021,
799571079,AMS,511,1,Fall,2020,C
799571079,AMS,512,30,Spring,2021,
799571079,AMS,513,1,Spring,2021,
799571079,AMS,514,,Fall,2021,
799571079,AMS,516,,Fall,2021,
799571079,AMS,517,1,Spring,2020,B-
799571079,AMS,518,2,Fall,2020,A
799571079,AMS,572,2,Fall,2020,B+
799571079,FIN,539,2,Spring,2020,A
799571079,AMS,575,1,Spring,2020,B-
799571079,AMS,560,,Fall,2021,
559697220,AMS,507,,Fall,2021,
559697220,AMS,510,,Fall,2021,
559697220,AMS,511,,Fall,2021,
559697220,AMS,512,30,Spring,2021,
559697220,AMS,513,,Spring,2022,
559697220,AMS,514,,Fall,2022,
559697220,AMS,516,,Fall,2022,
559697220,AMS,517,2,Spring,2021,
559697220,AMS,518,,Fall,2022,
559697220,AMS,572,,Fall,2021,
559697220,FIN,539,,Spring,2022,
559697220,AMS,523,,Spring,2022,
559697220,AMS,599,1,Spring,2021,
880888466,AMS,507,,Fall,2021,
880888466,AMS,510,,Fall,2022,
880888466,CHE,541,,Fall,2022,
880888466,AMS,531,1,Spring,2021,
880888466,AMS,532,,Fall,2022,
880888466,AMS,533,,Spring,2022,
880888466,AMS,535,,Fall,2021,
880888466,AMS,537,,Spring,2022,
880888466,AMS,539,,Fall,2021,
880888466,CSE,549,,Fall,2021,
880888466,AMS,698,8,Spring,2021,
880888466,AMS,550,1,Spring,2021,
880888466,AMS,560,,Fall,2021,
262117545,AMS,510,,Fall,2022,
262117545,AMS,507,,Fall,2021,
262117545,AMS,540,,Fall,2022,
262117545,AMS,550,,Spring,2022,
262117545,AMS,553,,Fall,2021,
262117545,AMS,570,1,Spring,2021,
262117545,AMS,595,,Fall,2021,
262117545,AMS,548,,Spring,2022,
262117545,AMS,545,1,Spring,2021,
262117545,AMS,547,,Fall,2022,
262117545,AMS,514,,Fall,2021,
932349114,AMS,507,1,Fall,2020,A-
932349114,AMS,510,1,Fall,2020,A-
932349114,AMS,511,,Fall,2021,
932349114,AMS,512,1,Spring,2020,B
932349114,AMS,513,2,Spring,2021,
932349114,AMS,514,,Fall,2021,
932349114,AMS,516,,Fall,2021,
932349114,AMS,517,1,Spring,2021,
932349114,AMS,518,2,Fall,2020,C
932349114,AMS,572,2,Fall,2020,A
932349114,FIN,539,1,Spring,2020,B+
932349114,AMS,546,1,Spring,2020,C
932349114,AMS,699,1,Spring,2021,
751946819,AMS,510,1,Fall,2020,A
751946819,AMS,507,,Fall,2021,
751946819,AMS,570,1,Spring,2021,
751946819,AMS,572,,Fall,2021,
751946819,AMS,573,2,Spring,2021,
751946819,AMS,578,1,Spring,2020,A
751946819,AMS,582,,Fall,2021,
751946819,AMS,597,2,Spring,2020,C+
751946819,AMS,535,1,Fall,2020,B-
751946819,AMS,515,1,Spring,2020,C
826462912,AMS,510,,Fall,2021,
826462912,AMS,507,,Fall,2022,
826462912,AMS,540,,Fall,2022,
826462912,AMS,550,,Spring,2022,
826462912,AMS,553,,Fall,2021,
826462912,AMS,570,,Spring,2022,
826462912,AMS,595,,Fall,2022,
826462912,AMS,548,1,Spring,2021,
826462912,AMS,556,,Fall,2021,
826462912,AMS,571,,Fall,2021,
826462912,AMS,523,30,Spring,2021,
220175826,AMS,507,1,Fall,2020,C
220175826,AMS,510,,Fall,2021,
220175826,CHE,541,1,Fall,2020,B+
220175826,AMS,531,1,Spring,2021,
220175826,AMS,532,1,Spring,2020,A-
220175826,AMS,533,1,Spring,2021,
220175826,AMS,535,,Fall,2021,
220175826,AMS,537,1,Spring,2020,A
220175826,AMS,539,,Fall,2021,
220175826,CSE,549,1,Fall,2020,A
220175826,AMS,575,1,Spring,2020,A-
220175826,AMS,546,1,Spring,2020,B-
220175826,AMS,500,1,Spring,2021,
411546270,AMS,501,1,Fall,2019,B
411546270,AMS,503,1,Fall,2020,B-
411546270,AMS,510,1,Fall,2020,A
411546270,AMS,526,1,Fall,2020,C
411546270,AMS,527,1,Spring,2020,A-
411546270,AMS,528,3,Spring,2020,A-
411546270,AMS,595,1,Fall,2019,A
411546270,AMS,537,1,Spring,2019,A
411546270,AMS,586,1,Spring,2019,B-
411546270,AMS,547,1,Fall,2019,B-
411546270,AMS,569,1,Spring,2019,A
417323184,AMS,501,1,Fall,2020,C+
417323184,AMS,503,1,Fall,2020,C
417323184,AMS,510,1,Fall,2020,B
417323184,AMS,526,1,Fall,2019,A-
417323184,AMS,527,1,Spring,2020,C
417323184,AMS,528,3,Spring,2019,C+
417323184,AMS,595,1,Fall,2019,C
417323184,AMS,559,1,Spring,2019,C+
417323184,AMS,562,2,Fall,2019,B+
417323184,AMS,540,2,Fall,2019,C
417323184,AMS,533,1,Spring,2020,A
595499177,AMS,501,1,Fall,2020,B-
595499177,AMS,503,1,Fall,2019,B+
595499177,AMS,510,1,Fall,2020,A
595499177,AMS,526,1,Fall,2019,A
