sbu_id,department,course_num,section,semester,year,grade
442522286,CSE,506,1.0,Spring,2021,B
442522286,CSE,510,1.0,Spring,2021,C
442522286,CSE,551,1.0,Spring,2021,A
213353572,CSE,582,1.0,Spring,2021,C
213353572,CSE,544,2.0,Spring,2021,A-
512776214,CSE,527,2.0,Spring,2021,C
512776214,CSE,522,1.0,Spring,2021,B-
512776214,CSE,544,1.0,Spring,2021,A
512776214,CSE,510,1.0,Spring,2021,A-
613200341,CSE,506,1.0,Spring,2021,C
613200341,CSE,582,1.0,Spring,2021,B-
613200341,CSE,544,2.0,Spring,2021,C
228125039,CSE,528,2.0,Spring,2021,C
228125039,CSE,600,2.0,Spring,2021,B-
228125039,CSE,659,1.0,Spring,2021,B
428295229,CSE,528,2.0,Spring,2021,A
428295229,CSE,524,1.0,Spring,2021,A
428295229,CSE,522,1.0,Spring,2021,A
121336545,CSE,508,4.0,Spring,2021,C
121336545,CSE,527,2.0,Spring,2021,A-
121336545,CSE,656,1.0,Spring,2021,B-
121336545,CSE,648,30.0,Spring,2021,C
925028044,CSE,532,1.0,Spring,2021,C+
925028044,CSE,528,2.0,Spring,2021,C
925028044,CSE,524,1.0,Spring,2021,B+
925028044,CSE,582,1.0,Spring,2021,C
925028044,CSE,510,2.0,Spring,2021,B-
833459818,CSE,527,2.0,Spring,2021,A-
833459818,CSE,523,1.0,Spring,2021,B
833459818,CSE,699,1.0,Spring,2021,C
539431375,CSE,508,3.0,Spring,2021,A-
539431375,CSE,564,1.0,Spring,2021,B
539431375,CSE,599,1.0,Spring,2021,A-
231504236,CSE,506,1.0,Spring,2021,B-
231504236,CSE,522,1.0,Spring,2021,B-
231504236,CSE,648,30.0,Spring,2021,C
231504236,CSE,525,1.0,Spring,2021,B+
938329032,CSE,512,2.0,Spring,2021,B+
938329032,CSE,506,1.0,Spring,2021,C+
938329032,CSE,524,1.0,Spring,2021,B
409331712,CSE,522,1.0,Spring,2021,B-
409331712,CSE,595,2.0,Spring,2021,C
147430829,CSE,506,1.0,Spring,2021,B-
147430829,CSE,548,2.0,Spring,2021,A-
186012470,CSE,506,1.0,Spring,2021,B
453935758,CSE,506,1.0,Spring,2021,C+
453935758,CSE,506,2.0,Spring,2021,A-
317940370,CSE,548,1.0,Spring,2021,B-
147430829,CSE,506,2.0,Spring,2021,B-
186012470,CSE,506,2.0,Spring,2021,B-
782571507,CSE,506,1.0,Spring,2021,C+
